Source,Catalog,Site,Locus,ProvString,Component,Ct,Wt,MtlString,CndString,ML,AL,MW,MTH,BW,NW,PSA,DSA,MXWP,STL,Comments,PointType
Ruby,26HU4792-11-376,26HU4792,AB,"CU AB2, 040-050",Late Archaic (Locus AB),1,0.1,Obsidian,Nearly complete,-12.4,10.6,-8.8,1.7,-6.9,5.4,157,193,,-4.7,"Odd, asymmetrical",Desert Side-notched?
Ruby,26HU4792-11-388,26HU4792,AB,"CU AB2, 060-070",Late Archaic (Locus AB),1,0.7,Obsidian,Proximal fragment,-15.4,-13.3,-12.4,3.7,-9.6,8.2,129,199,,-6.1,asymmetrical,Arrow-sized
Ruby,26HU4792-11-438,26HU4792,AB,"CU AB4, 000-010",Late Archaic (Locus AB),1,0.1,Obsidian,Proximal fragment,-8.3,-7,-9.3,-2.1,4.8,5.1,87,204,,5.7,,Small Stemmed
Ruby,26HU4792-11-455,26HU4792,AB,"CU AB4, 040-050",Late Archaic (Locus AB),1,0.5,Obsidian,Whole,22.3,22.3,-12.2,1.9,7.3,7.4,107,158,,5.3,,Rosegate
Ruby,26HU4792-11-459,26HU4792,AB,"CU AB4, 050-060",Late Archaic (Locus AB),1,1.3,Obsidian,Nearly complete,-26,-24.6,-15.13,4,-7.3,6.3,113,133,,-5.8,split stem,Rosegate
Ruby,26HU4792-11-483,26HU4792,AB,"CU AB5, 000-010",Late Archaic (Locus AB),1,0.7,Cryptocrystalline silicate,Medial fragment,-16.5,-13.6,-12.3,3.8,-5.8,-7.2,152,194,,-7.6,NW close to complete,Desert Side-notched
Ruby,26HU4792-11-484,26HU4792,AB,"CU AB5, 000-010",Late Archaic (Locus AB),1,1.2,Obsidian,Proximal fragment,-22.6,-22,-19.5,3.4,-7,7.3,94,122,,6.7,,Rosegate
Ruby,26HU4792-11-514,26HU4792,AB,"CU AB5, 060-070",Late Archaic (Locus AB),1,4.8,Obsidian,Distal fragment,-53.2,-51.1,-30,4.3,,15.5,,142,,,"no PSA, base",Elko?
Ruby,26HU4792-11-562,26HU4792,AB,"CU AB6, 090-100",Late Archaic (Locus AB),1,1.1,Cryptocrystalline silicate,Proximal fragment,-27.9,-26.2,18.7,2.7,6.5,6.1,97,120,,-5.4,,Rosegate
Ruby,26HU4792-11-579,26HU4792,AB,"CU AB7, 020-030",Late Archaic (Locus AB),1,0.3,Obsidian,Proximal fragment,-9.2,-8.2,-10.2,3.3,8.9,,,,,,,Humboldt
Ruby,26HU4792-11-580,26HU4792,AB,"CU AB7, 020-030",Late Archaic (Locus AB),1,2.3,Obsidian,Proximal fragment,-27.3,-19.9,16.5,5.7,-5.4,,,,,,,Humboldt
Ruby,26HU4792-11-587,26HU4792,AB,"CU AB7, 030-040",Late Archaic (Locus AB),1,0.7,Obsidian,Medial fragment,-12.8,-10.8,-23.2,2.9,-3.5,7.8,109,118,,-4.6,,Rosegate
Ruby,26HU4792-11-588,26HU4792,AB,"CU AB7, 030-040",Late Archaic (Locus AB),1,0.6,Obsidian,Proximal fragment,20.3,20.3,-12.3,2.8,10,7.5,130,157,,6.8,,Rosegate
Ruby,26HU4792-11-604,26HU4792,AB,"CU AB7, 050-060",Late Archaic (Locus AB),1,1.5,Obsidian,Proximal fragment,-24.8,,-15.5,4.7,-10,,,,,,"partial base only, no NW",Northern Side-notched?
Ruby,26HU4792-11-612,26HU4792,AB,"CU AB7, 070-080",Late Archaic (Locus AB),1,0.6,Cryptocrystalline silicate,Half,-20,-19.1,-8.9,3.8,10.1,7.3,128,196,,-5.2,,Arrow-sized
Ruby,26HU4792-11-613,26HU4792,AB,"CU AB7, 070-080",Late Archaic (Locus AB),1,0.9,Obsidian,Nearly complete,-25.1,-24.8,-12.1,3.5,-11.3,7.2,125,201,,7.9,,Arrow-sized
Ruby,26HU4792-11-645,26HU4792,AB,"CU AB8, 020-030",Late Archaic (Locus AB),1,2.2,Obsidian,Proximal fragment,-20.8,-19.5,-21.4,5.2,-10.7,-11.2,,170,,-5.8,base incomplete,Elko?
Ruby,26HU4792-11-650,26HU4792,AB,"CU AB8, 030-040",Late Archaic (Locus AB),1,0.2,Cryptocrystalline silicate,Whole,15.4,13.6,10.6,2.3,8.4,3.2,160,229,,2.8,,Desert Side-notched
Ruby,26HU4792-11-651,26HU4792,AB,"CU AB8, 030-040",Late Archaic (Locus AB),1,1,Obsidian,Proximal fragment,-21.2,-20.4,-18.1,2.9,7.7,6.9,109,132,,-4.5,,Rosegate
Ruby,26HU4792-11-659,26HU4792,AB,"CU AB8, 040-050",Late Archaic (Locus AB),1,0.2,Obsidian,Proximal fragment,-6.9,-5.7,-10.8,3.1,-11,7.7,116,,,-6.9,base only,Rosegate?
Ruby,26HU4792-11-714,26HU4792,CD,"CU CD1, 070-080",Non-component,1,1.1,Obsidian,Proximal fragment,-25.9,-25.5,-15.6,2.9,-6.4,6.2,119,154,,-6.5,,Rosegate
Ruby,26HU4792-11-720,26HU4792,CD,"CU CD1, 090-100",Non-component,1,1.3,Obsidian,Proximal fragment,-20.1,-19.4,24.5,2.9,8.7,8.6,96,121,,5.5,,Rosegate
Ruby,26HU4792-11-733,26HU4792,CD,"CU CD2, 010-020",Non-component,1,1.2,Obsidian,Proximal fragment,-16.6,-14.6,17.6,4.5,15,10.1,138,191,,8.6,,Elko
Ruby,26HU4792-11-774,26HU4792,CD,"CU CD3, 020-030",Non-component,1,0.2,Obsidian,Whole,14.3,13.4,9.2,1.9,9.2,5,184,209,,5.3,,Desert Side-notched
Ruby,26HU4792-11-829,26HU4792,IJ,"CU IJ1, 010-020",Non-component,1,1.6,Obsidian,Proximal fragment,-19.7,-16.9,-15.8,-7.4,5.5,7.9,83,162,,7.8,very ugly/unfinished,Indeterminate
Ruby,26HU4792-11-871,26HU4792,IJ,"CU IJ3, 010-020",Late Archaic (Locus IJ),1,0.2,Obsidian,Proximal fragment,-13.1,-12.4,10.1,1.9,6.1,5.3,129,161,,4.9,,Rosegate
Ruby,26HU4792-11-902,26HU4792,IJ,"CU IJ5, 000-010",Non-component,1,0.3,Obsidian,Proximal fragment,-14.9,-14.8,8.4,2.5,7.8,6.5,141,225,,6.3,,Indeterminate
Ruby,26HU4792-11-939,26HU4792,IJ,"CU IJ8, 000-010",Non-component,1,0.9,Obsidian,Proximal fragment,-21.4,-20.6,-14.5,3,10.6,8.2,129,231,,7.9,,Rosegate?
Ruby,26HU4792-11-983,26HU4792,IJ,"CU IJ10, 010-020",Late Archaic (Locus IJ),1,1.4,Cryptocrystalline silicate,Proximal fragment,-20.4,-19.6,-16.1,3.4,-5.7,6,91,141,,-2.8,,Rosegate
Ruby,26HU4792-11-1026,26HU4792,IJ,"CU IJ14, 000-010",Late Archaic (Locus IJ),1,0.1,Cryptocrystalline silicate,Proximal fragment,-6.9,-6.8,-10.9,1.9,10.2,7.4,163,200,,4.6,Metrics say DSN,Arrow-sized
Ruby,26HU4792-11-1027,26HU4792,IJ,"CU IJ14, 000-010",Late Archaic (Locus IJ),1,0.6,Obsidian,Proximal fragment,-13.3,-12.2,17.6,2.9,8.4,7,109,127,,4.5,,Rosegate
Ruby,26HU4792-11-1048,26HU4792,IJ,"CU IJ15, 020-030",Late Archaic (Locus IJ),1,0.5,Obsidian,Half,-12.8,-11.5,-19.6,3.5,-3.1,6.2,106,122,,-6.7,,Rosegate
Ruby,26HU5112-11-3,26HU5112,-,Artifact 3,Non-component,1,3.5,Obsidian,Proximal fragment,-25.7,-16.3,-23.2,6.1,-6.3,,,,,,,Dart-sized
Ruby,26HU5109-11-100,26HU5109,-,"CU 4, 010-020",Middle Archaic,1,6,Obsidian,Nearly complete,-59.9,-58,-28.8,4.8,-5.6,13.7,,136,,-8.2,PSA looks measureable on other side,Elko
Ruby,26HU5124-11-65,26HU5124,NL,"SP 19, 000-010",Non-component,1,0.2,Obsidian,Proximal fragment,-9.3,-8.5,-12,-2.5,-5.9,-6.7,121,185,,-4.6,,Indeterminate
Ruby,26HU5124-11-178,26HU5124,A,"CU 5, 010-020",Non-component,1,1.8,Obsidian,Proximal fragment,-19.8,-14.4,-17.3,5,-13.6,,,,,,,Humboldt
Ruby,26HU5122-11-1,26HU5122,NL,Artifact 1,Middle Archaic,1,1.1,Obsidian,Whole,18.2,17.8,12.8,4.2,,,,,,,reworked,Indeterminate
Ruby,26HU5506-11-14,26HU5506,C1,"SP 3, 000-010",Middle Archaic (C1),1,0.3,Obsidian,Proximal fragment,-12.2,-12.2,-10.7,-2.8,-8.4,8.7,,196,,-3.4,,Indeterminate
Ruby,26WA5086/5087-11-176,26WA5086/5087,E,Artifact 176,Non-component,1,0.8,Obsidian,Margin fragment,-14.4,-11.6,-20.1,3.8,-11.6,-11.8,153,188,,-6.6,,Dart-sized
Ruby,26HU5107-11-2,26HU5107,-,Artifact 2,,1,1.1,Obsidian,Proximal fragment,-14.3,-12,-15.2,4.7,6.3,-11,90,211,,-7.1,,Dart-sized
Ruby,26WA5086/5087-11-188,26WA5086/5087,E,Artifact 188,Non-component,1,1.1,Obsidian,Medial fragment,-13.2,-10.5,-19.8,4,,-15.3,136,204,,,,Indeterminate
Ruby,26HU5128-11-1,26HU5128,-,Artifact 1,Middle Archaic,1,1.3,Obsidian,Proximal fragment,-18,-16.6,-14.8,-4.3,-9.4,,,,,,,Indeterminate
Ruby,26WA8777-11-147,26WA8777,E,Artifact 147,Non-component,1,0.9,Obsidian,Medial fragment,-18.7,-15,-14.8,3.4,-3.4,,,,,,base incomplete,Humboldt?
Ruby,26WA9043-11-1,26WA9043,NL,Artifact 1,Non-component,1,5.1,Obsidian,Nearly complete,-40.1,-38.5,-18.1,6.1,-10.5,,,,,,,Humboldt
Ruby,26HU5127-11-1,26HU5127,NL,Artifact 2,Paleoarchaic,1,2.7,Obsidian,Nearly complete,-35.7,-33.3,15.6,5.4,-9,,,,,,irregular base,Humboldt?
Ruby,26HU4793-11-1,26HU4793,B,Artifact 1,Terminal Prehistoric (Locus B),1,0.4,Obsidian,Half,-18.2,-13.7,-7.4,2.9,-6.9,-5.4,164,170,,-5.9,,Indeterminate
Ruby,26HU4793-11-4,26HU4793,NL,Artifact 4,Non-component,1,0.4,Obsidian,Proximal fragment,-14.7,-14.2,-11.3,3,7.9,6,116,163,,4.4,,Rosegate
Ruby,26HU4793-11-5,26HU4793,NL,Artifact 5,Non-component,1,0.8,Cryptocrystalline silicate,Nearly complete,-19.8,-17.4,-11.9,3.4,-3.7,-7.9,135,191,,-4.2,NW looks mostly complete,Rosegate
Ruby,26HU4793-11-6,26HU4793,NL,Artifact 6,Non-component,1,0.5,Cryptocrystalline silicate,Whole,15.6,15.5,12.9,1.8,12.9,,,,0,,,Cottonwood
Ruby,26HU4793-11-9,26HU4793,NL,Artifact 9,Non-component,1,2.3,Obsidian,Nearly complete,-17.2,-15.8,-21.2,-5.7,19.2,-21.2,90,,,-17.2,,Great Basin Stemmed
Ruby,26HU4793-11-10,26HU4793,NL,Artifact 10,Non-component,1,0.6,Cryptocrystalline silicate,Nearly complete,-17.6,-15.8,-13.7,3.2,-10.6,10.3,159,212,,-6.3,DAI rule,Desert Side-notched
Ruby,26HU4793-11-12,26HU4793,NL,Artifact 12,Non-component,1,1.1,Obsidian,Medial fragment,-20.9,-20.7,14.4,4.1,-5.6,-8.4,89,215,,-4.2,,Dart-sized
Ruby,26HU4793-11-13,26HU4793,NL,Artifact 13,Non-component,1,1.1,Obsidian,Distal fragment,-24.7,-24.3,12,3.9,,6.4,117,193,,-2.7,,Rosegate
Ruby,26HU4793-11-15,26HU4793,NL,Artifact 15,Non-component,1,1.4,Obsidian,Medial fragment,-18.1,-17.4,19.7,4.1,,,151,,,,,Indeterminate
Ruby,26HU4793-11-17,26HU4793,NL,Artifact 17,Non-component,1,2.1,Obsidian,Distal fragment,-26.9,-26.6,-21.1,4.4,,12.1,,,,,,Dart-sized
Ruby,26HU4793-11-23,26HU4793,NL,Artifact 23,Non-component,1,2.3,Obsidian,Proximal fragment,-18.8,-17.3,-19.3,-6.1,17.6,-19.3,90,,,-18.8,,Great Basin Stemmed
Ruby,26HU4793-11-19,26HU4793,NL,Artifact 19,Non-component,1,1.2,Obsidian,Medial fragment,-16.8,-16.6,16.6,3.8,-5.5,7.2,103,137,,-3.8,,Rosegate
Ruby,26HU4793-11-21,26HU4793,NL,Artifact 21,Non-component,1,2,Obsidian,Proximal fragment,-25.6,-25.4,22.1,3.9,-7.4,7.6,109,130,,4.5,,Rosegate
Ruby,26HU4793-11-46,26HU4793,NL,"SS 1, 000-005",Non-component,1,0.5,Cryptocrystalline silicate,Whole,19.7,18.9,13,2.8,13,,,,0,,nice,Cottonwood
Ruby,26HU4793-11-74,26HU4793,C,"CU 1, 000-010",Terminal Prehistoric (Locus C),1,0.4,Cryptocrystalline silicate,Proximal fragment,-13.7,-12.7,11.9,2.2,11.2,,,,,,,Cottonwood?
Ruby,26HU4806-11-1,26HU4806,NL,Artifact 1,Non-component,1,0.6,Obsidian,Whole,-21.8,-21.3,11.9,2.7,-8.8,8.2,106,224,,6.9,DSA rule,Rosegate?
Ruby,26HU4806-11-5,26HU4806,C1,Artifact 5,Late Archaic (C1),1,0.3,Obsidian,Nearly complete,-13.3,-12.5,9.6,2.4,9.6,,,,,,,Cottonwood
Ruby,26HU4806-11-6,26HU4806,C1,Artifact 6,Late Archaic (C1),1,1.1,Obsidian,Nearly complete,31.2,31,-13.6,3.4,9.2,5.2,123,135,,7.1,,Rosegate
Ruby,26HU4806-11-54,26HU4806,C1,"SP 5, 010-020",Late Archaic (C1),1,0.1,Obsidian,Proximal fragment,-5.9,-5.8,-9.6,-2,9.6,-8.4,109,,,-5.9,base only,Rosegate?
Ruby,26HU4808-11-5,26HU4808,NL,"CU 1, 000-010",Terminal Prehistoric,1,0.2,Obsidian,Proximal fragment,-5.7,-4.2,13.4,2.2,13.4,9.5,159,204,,5.8,,Desert Side-notched
Ruby,26HU4808-11-11,26HU4808,NL,"CU 1, 010-020",Terminal Prehistoric,1,1,Obsidian,Whole,27.8,26.9,12.8,3.1,12.6,,,,23,,nice,Cottonwood
Ruby,26HU5153-11-1,26HU5153,-,Artifact 1,Late Archaic,1,1.1,Obsidian,Proximal fragment,-18.6,-18.6,-19.9,3.2,-4.1,7.9,106,178,,-5,one notch,Rosegate?
Ruby,26HU4808-11-18,26HU4808,NL,"CU 2, 010-020",Terminal Prehistoric,1,0.3,Obsidian,Proximal fragment,-10.1,-8.3,-12.4,2.5,-11.8,10.4,140,213,,-5.5,base only; DAI rule,Desert Side-notched?
Ruby,26HU2915/5156-11-4,26HU2915/5156,-,Artifact 4,Non-component,1,0.6,Obsidian,Medial fragment,-15.8,-12.3,-16.7,2.5,-7,7.4,82,134,,-3.7,PSA rule,Rosegate?
Ruby,26HU5158-11-2,26HU5158,-,Artifact 2,Non-component,1,3.3,Obsidian,Distal fragment,-35.7,-35.4,-22.2,5.9,,10.7,,119,,,no PSA,Elko?
Ruby,26HU5163-11-1,26HU5163,-,Artifact 1,,1,1.9,Obsidian,Nearly complete,-29.6,-27.1,13.4,5.5,-11.5,,,,,,,Humboldt
Ruby,26HU5163-11-3,26HU5163,-,Artifact 3,,1,1.5,Obsidian,Nearly complete,-36.9,-33.1,-15.6,3.4,-5.5,7.9,170,172,,-10.8,,Desert Side-notched
Ruby,26HU5173-11-5,26HU5173,NL,Artifact 5,Non-component,1,1.3,Obsidian,Proximal fragment,-26.9,-26.9,-14.7,3.5,9.3,8,104,136,,7.1,,Rosegate
Ruby,26HU5173-11-15,26HU5173,NL,Artifact 16,Non-component,1,5.4,Obsidian,Proximal fragment,-33.8,-25,-22.9,7.6,17,15.8,90,201,,13.2,,Gatecliff
Ruby,26HU5173-11-29,26HU5173,NL,Artifact 30,Non-component,1,1,Obsidian,Proximal fragment,-13.4,-9.4,-15.3,5.5,11.2,,,,,,,Humboldt
Ruby,26HU5173-11-31,26HU5173,NL,Artifact 32,Non-component,1,4.3,Obsidian,Proximal fragment,-37.5,-27.1,-16,-7.7,-3.6,,,,,,,Humboldt
Ruby,26HU5173-11-32,26HU5173,NL,Artifact 33,Non-component,1,2.7,Obsidian,Nearly complete,-30.5,-29.1,-21.7,4.6,-13.2,11.3,147,,,-8,asymmetrical,Elko?
Ruby,26HU5173-11-36,26HU5173,A,Artifact 37,Middle Archaic (Locus A),1,1.8,Obsidian,Nearly complete,-28.3,-27,17.2,3.9,17.2,9,174,174,,8.9,,Northern Side-notched
Ruby,26HU5173-11-37,26HU5173,A,Artifact 38,Middle Archaic (Locus A),1,1,Obsidian,Nearly complete,-24.5,-24.3,12,3.5,8,7.1,113,224,,-6.9,DSA rule,Small Stemmed
Ruby,26HU5173-11-49,26HU5173,NL,Artifact 50,Non-component,1,3.3,Obsidian,Medial fragment,-31.3,-28.6,16,5.7,-6.8,,,,,,,Humboldt?
Ruby,26HU186/5174-11-13,26HU186/5174,-,Artifact 13,Non-component,1,4.1,Obsidian,Proximal fragment,-30.7,-29.7,-22.4,6,-14.4,16.4,91,210,,-10.4,asymmetrical; unfinished?,Dart-sized
Ruby,26HU186/5174-11-16,26HU186/5174,-,Artifact 16,Non-component,1,0.3,Obsidian,Proximal fragment,-10.1,-10,-9.6,-3.8,-6.4,-6.6,94,196,,-6.4,orientation unclear,Indeterminate
Ruby,26HU186/5174-11-31,26HU186/5174,-,Artifact 31,Non-component,1,0.9,Obsidian,Proximal fragment,-17.9,-11.1,-15,3.6,-11.8,11.6,104,196,,-10.8,,Gatecliff
Ruby,26HU186/5174-11-36,26HU186/5174,-,Artifact 36,Non-component,1,7,Obsidian,Whole,46.2,44.8,21.1,6.3,13.3,,,,51,,,Humboldt
Ruby,26HU186/5174-11-17,26HU186/5174,-,Artifact 17,Non-component,1,1.1,Obsidian,Proximal fragment,-18.1,-17.8,-20.5,3.1,8.3,7.7,106,165,,6.7,,Rosegate
Ruby,26HU186/5174-11-84,26HU186/5174,-,Artifact 84,Non-component,1,4.1,Obsidian,Proximal fragment,-36.7,-32.7,18.5,5.9,-14.6,,,,,,asymmetrical,Humboldt?
Ruby,26HU186/5174-11-99,26HU186/5174,-,Artifact 99,Non-component,1,2.5,Obsidian,Proximal fragment,-25.9,-20.7,-20.9,4.1,19.9,,,,,,,Humboldt
Ruby,26HU186/5174-11-106,26HU186/5174,-,Artifact 106,Non-component,1,1.5,Obsidian,Medial fragment,-22.2,-21.3,-17.2,4.1,-6.7,,,,,,,Indeterminate
Ruby,26HU186/5174-11-122,26HU186/5174,-,Artifact 122,Non-component,1,1.9,Obsidian,Proximal fragment,-23.3,-22.4,16.6,5.1,15.1,,,,,,,Humboldt
Ruby,26HU186/5174-11-116,26HU186/5174,-,Artifact 116,Non-component,1,1.3,Obsidian,Medial fragment,-25.1,-25,-13.5,4,-4.9,4.8,87,186,,-3.5,,Arrow-sized
Ruby,26HU186/5174-11-124,26HU186/5174,-,Artifact 124,Non-component,1,1.6,Obsidian,Proximal fragment,-20.2,-18,-21.2,3.6,-12.2,14.8,133,214,,-8,DSA rule; unfinished?,Elko?
Ruby,26HU186/5174-11-125,26HU186/5174,-,Artifact 125,Non-component,1,0.7,Obsidian,Proximal fragment,-13.6,-11.3,13.6,4.1,-13,,,,,,,Humboldt?
Ruby,26HU186/5174-11-126,26HU186/5174,-,Artifact 126,Non-component,1,2.1,Obsidian,Proximal fragment,-20.3,-19.5,19,5.9,-8.3,,,,,,,Dart-sized
Ruby,26HU186/5174-11-127,26HU186/5174,-,Artifact 127,Non-component,1,4,Obsidian,Medial fragment,-36.9,-36.3,-23,4.8,-6.5,-11.9,,142,,-4.7,no PSA,Elko?
Ruby,26HU186/5174-11-130,26HU186/5174,-,Artifact 130,Non-component,1,1.4,Obsidian,Proximal fragment,-21.6,-21.3,16.1,4.2,-8.7,8,103,145,,5.3,borderline Elko/RS.  Going w RS because of base shape,Rosegate
Ruby,26HU186/5174-11-135,26HU186/5174,-,Artifact 134,Non-component,1,1.5,Obsidian,Nearly complete,-26.9,-26.3,12.8,4.6,7.5,,,,,,shouldered?,Humboldt
Ruby,26HU186/5174-11-133,26HU186/5174,-,Artifact 132 a,Non-component,1,1.9,Obsidian,Proximal fragment,-24.8,-23.3,25.5,3.4,-6.6,9,97,119,,6.5,DAI rule,Rosegate
Ruby,26HU186/5174-11-138,26HU186/5174,-,Artifact 137,Non-component,1,3.8,Obsidian,Proximal fragment,-32.4,-29.4,-25,4.6,-5.4,-11.1,112,136,,-6.6,Split stem?,Elko
Ruby,26HU186/5174-11-151,26HU186/5174,-,Artifact 150,Non-component,1,1.4,Obsidian,Proximal fragment,-25.1,-22,14.1,4.4,-4.6,-9.2,127,206,,-7.1,DSA rule,Elko
Ruby,26HU186/5174-11-160,26HU186/5174,-,Artifact 159,Non-component,1,2.1,Obsidian,Proximal fragment,-15.7,-14.8,24.6,6.6,24.6,13.4,141,222,,10.8,DSA rule,Elko?
Ruby,26HU186/5174-11-162,26HU186/5174,-,Artifact 161,Non-component,1,3.4,Obsidian,Proximal fragment,-28.4,-28.2,21.2,6,-17.8,9.4,164,203,,9,,Northern Side-notched
Ruby,26HU186/5174-11-163,26HU186/5174,-,Artifact 162,Non-component,1,2.9,Obsidian,Nearly complete,-37.1,-37,-23.8,5.3,14.8,11.5,125,148,,7.6,,Elko
Ruby,26HU186/5174-11-165,26HU186/5174,-,Artifact 164,Non-component,1,3.6,Obsidian,Proximal fragment,-22.6,-18.9,26.3,5.4,-18,,,,,,asymmetrical,Humboldt?
Ruby,26HU186/5174-11-170,26HU186/5174,-,Artifact 169,Non-component,1,1,Obsidian,Nearly complete,-28.8,-28,-13.4,3.7,-4,7.2,91,169,,-4.2,,Rosegate?
Ruby,26HU186/5174-11-167,26HU186/5174,-,Artifact 166,Non-component,1,1.7,Obsidian,Proximal fragment,-24.8,-23.8,-17.4,3.7,10.3,9.1,103,150,,6.9,DAI at boundary,Rosegate
Ruby,26HU186/5174-11-176,26HU186/5174,-,Artifact 175,Non-component,1,0.6,Obsidian,Half,-26.8,-24.9,-8.8,3.2,-5.8,-5.1,116,153,,-5.9,,Indeterminate
Ruby,26HU186/5174-11-171,26HU186/5174,-,Artifact 170,Non-component,1,3,Obsidian,Proximal fragment,-32,-29.2,-18.5,4.9,-7.9,13.5,124,,,-7.7,DSA rule,Elko?
Ruby,26HU186/5174-11-173,26HU186/5174,-,Artifact 172,Non-component,1,3.2,Obsidian,Nearly complete,-33.8,31.6,16.9,6.8,-8.7,,,,,,shouldered?,Humboldt
Ruby,26HU186/5174-11-178,26HU186/5174,-,Artifact 177,Non-component,1,1.5,Obsidian,Nearly complete,-31.9,-28.9,11.5,5.2,-4.9,,,,,,,Lanceolate
Ruby,26HU186/5174-11-182,26HU186/5174,-,Artifact 181,Non-component,1,1.8,Obsidian,Proximal fragment,-30.1,-27.6,13.8,4,-2.8,,,,,,,Humboldt
Ruby,26HU186/5174-11-290,26HU186/5174,-,"CU 4, 010-020",Non-component,1,0.2,Obsidian,Proximal fragment,-12,-9.3,10.3,1.9,10.4,6.7,119,216,,7.1,odd,Arrow-sized
Ruby,26HU186/5174-11-212,26HU186/5174,-,"SP 12, 010-020",Non-component,1,0.8,Obsidian,Proximal fragment,-14.8,-10.5,14.8,3.9,14.8,,,,,,,Humboldt
Ruby,26HU186/5174-11-92,26HU186/5174,-,Artifact 92,Non-component,1,1.7,Obsidian,Proximal fragment,-18.8,-12.1,-20.6,5.3,,,,,,,orientation unclear,Indeterminate
Ruby,26HU186/5174-11-131,26HU186/5174,-,Artifact 131,Non-component,1,1.7,Obsidian,Proximal fragment,-23.7,-20.9,-17.8,4.6,-15.2,-12,155,160,,-7.2,PSA rule,Elko?
Ruby,26HU186/5174-11-134,26HU186/5174,-,Artifact 133,Non-component,1,5,Obsidian,Proximal fragment,-28.9,-26.8,-25.5,6.3,-24.2,18.6,141,,,-12.4,no DSA,Elko?
Ruby,26HU4793-11-18,26HU4793,NL,Artifact 18,Non-component,1,1.3,Obsidian,Margin fragment,-22.3,-11.7,-14.2,4.6,-5.2,-11.7,98,,,-8.2,orientation?,Dart-sized
Ruby,26HU4805-11-2,26HU4805,A,Artifact 2,Late Archaic (Locus A),1,2,Cryptocrystalline silicate,Proximal fragment,-17.5,-13.1,-23.9,-4.4,-13.7,15.2,119,189,,8.9,,Gatecliff
Ruby,26HU5177-11-5,26HU5177,-,Artifact 5,Middle Archaic,1,3.1,Obsidian,Medial fragment,-35.6,-35.5,-18.4,4.6,-4.9,-12,,,,-5.8,,Dart-sized
Ruby,26HU4853-11-1,26HU4853,B,Artifact 1,Middle Archaic (Locus B),1,1.2,Obsidian,Proximal fragment,-18.2,-14.7,-15.6,3.8,-4.7,10.7,101,,,-6.2,PSA,Gatecliff?
Ruby,26HU4855-11-1,26HU4855,B,Artifact 1,Non-component,1,2.5,Obsidian,Medial fragment,-20.3,-19.4,-24.6,5.3,,-8.4,,160,,,,Dart-sized
Ruby,26HU5197-11-3,26HU5197,A,Artifact 3,Non-component,1,0.8,Obsidian,Nearly complete,-24.2,-23.9,-16.7,3,-4.4,5.3,86,128,,4.5,,Rosegate
Ruby,26HU5202-11-1,26HU5202,NL,Artifact 1,Non-component,1,11.7,Cryptocrystalline silicate,Proximal fragment,-36.6,-33.5,32.7,9.5,-16,,,,,,Stemmed base?,Great Basin Stemmed?
Ruby,26HU5206-11-1,26HU5206,A,Artifact 1,Middle Archaic (Locus A),1,1.2,Obsidian,Whole,-28,-27.3,12.7,4.2,-8.8,,,,,,,Humboldt
Ruby,26HU5218-11-4,26HU5218,NL,Artifact 4,Non-component,1,1.2,Obsidian,Distal fragment,-24.8,-23.6,13,4.1,,7.5,,170,,,,Arrow-sized
Ruby,26HU5218-11-64,26HU5218,C2,"SS 8, 000-005",Non-component,1,0.2,Obsidian,Whole,14.9,14.6,7.5,1.7,6.3,5.4,120,228,,5.7,DSA rule,Rosegate?
Ruby,26HU5218-11-65,26HU5218,C2,"SS 8, 000-005",Non-component,1,1.1,Obsidian,Proximal fragment,-17.2,-15.9,-12.6,4.7,-12.7,9.8,109,221,,8.1,,Dart-sized
Ruby,26HU5222-11-1,26HU5222,C,Artifact 1,Late Archaic (Locus C),1,1.3,Obsidian,Nearly complete,-24.3,-23.6,-16.6,4.1,6.1,5.7,97,168,,5.1,,Arrow-sized
Ruby,26HU5222-11-4,26HU5222,C,Artifact 4,Late Archaic (Locus C),1,0.8,Obsidian,Whole,23.2,22.6,15.3,2.8,7.6,6.6,107,132,,4.5,,Rosegate
Ruby,26HU5222-11-6,26HU5222,C,Artifact 6,Late Archaic (Locus C),1,0.6,Cryptocrystalline silicate,Proximal fragment,-14.1,-14.1,-14.2,3.7,7.7,6.6,116,145,,4.9,,Rosegate
Ruby,26HU5222-11-9,26HU5222,C,Artifact 9,Late Archaic (Locus C),1,0.6,Obsidian,Proximal fragment,-18.9,-18.2,-9.8,3.5,7.6,5.8,114,150,,6,,Rosegate
Ruby,26HU5222-11-10,26HU5222,C,Artifact 10,Late Archaic (Locus C),1,0.5,Obsidian,Proximal fragment,-11.2,-11,17.7,2.6,7.7,6.1,112,129,,5.1,,Rosegate
Ruby,26HU5222-11-13,26HU5222,C,Artifact 13,Late Archaic (Locus C),1,0.7,Cryptocrystalline silicate,Whole,21.1,21,15.8,2.9,6.4,5.7,105,130,,4.6,,Rosegate
Ruby,26HU5222-11-14,26HU5222,C,Artifact 14,Late Archaic (Locus C),1,0.2,Obsidian,Proximal fragment,-8.7,-8.1,-12.3,2.8,9.1,6.3,124,159,,6.1,,Rosegate
Ruby,26HU5222-11-16,26HU5222,C,Artifact 16,Late Archaic (Locus C),1,1.5,Obsidian,Nearly complete,-27,-26.5,-12.9,3.8,-8.9,8.2,115,222,,-9.2,,Dart-sized
